"Fecha_Accidente","DIRECCION ACCIDENTE","CLASE ACCIDENTE","SERVICIO_VEHICULO_ACCIDENTADO","CLASE_VEHICULO_ACCIDENTADO","CANTIDAD_ACCIDENTES"
"2018-09-05T00:00:00.000","VIA 40 71 299","Choque","PARTICULAR","MOTOCICLETA","1"
"2018-09-06T00:00:00.000","AVENIDA CIRCUNVALAR CALLE 49","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-06T00:00:00.000","AVENIDA CIRCUNVALAR CALLE 49","Choque","PARTICULAR","CAMIONETA","1"
"2018-09-06T00:00:00.000","CALLE 43 N°43-84","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-06T00:00:00.000","CALLE 43 N°43-84","Choque","PUBLICO","BUSETA","1"
"2018-09-06T00:00:00.000","CALLE 82 CARRERA 45","Choque","PUBLICO","AUTOMOVIL","2"
"2018-09-06T00:00:00.000","CALLE 93 CARRERA 49C","Choque","PARTICULAR","AUTOMOVIL","2"
"2018-09-06T00:00:00.000","CARRERA 31 CALLE 50","Choque",,"BICICLETA","1"
"2018-09-06T00:00:00.000","CARRERA 31 CALLE 50","Choque","PUBLICO","BUS","1"
"2018-09-06T00:00:00.000","CARRERA 35 CALLE 65","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-06T00:00:00.000","CARRERA 35 CALLE 65","Choque","PARTICULAR","MOTOCICLETA","1"
"2018-09-06T00:00:00.000","CIRCUNVALAR CL 110 CR 44","Choque",,"BICICLETA","1"
"2018-09-06T00:00:00.000","CIRCUNVALAR CL 110 CR 44","Choque","PUBLICO","CAMIONETA","1"
"2018-09-06T00:00:00.000","CL 27A CR 15","Choque","PUBLICO","CAMION","1"
"2018-09-06T00:00:00.000","CL 27A CR 15","Choque","PARTICULAR","MOTOCICLETA","1"
"2018-09-06T00:00:00.000","CL 53D CR 21B","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-06T00:00:00.000","CL 53D CR 21B","Choque","PUBLICO","BUS","1"
"2018-09-06T00:00:00.000","CLLE 90 CRA 50","Choque","PARTICULAR","CAMIONETA","1"
"2018-09-06T00:00:00.000","CLLE 90 CRA 50","Choque","PARTICULAR","CAMPERO","1"
"2018-09-06T00:00:00.000","CR 15 CL 60","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-06T00:00:00.000","CR 15 CL 60","Choque","PARTICULAR","MOTOCICLETA","1"
"2018-09-06T00:00:00.000","CR 22 CL 40","Choque","PUBLICO","MICROBUS","1"
"2018-09-06T00:00:00.000","CR 22 CL 40","Choque","PARTICULAR","MOTOCICLETA","1"
"2018-09-06T00:00:00.000","CR 43 CL 90","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-06T00:00:00.000","CR 43 CL 90","Choque","PARTICULAR","CAMIONETA","1"
"2018-09-06T00:00:00.000","CR 46 CL 46 36","Choque",,"BICICLETA","1"
"2018-09-06T00:00:00.000","CR 46 CL 46 36","Choque","PARTICULAR","CAMIONETA","1"
"2018-09-06T00:00:00.000","CR 51B CL 82","Choque","PUBLICO","BUS","1"
"2018-09-06T00:00:00.000","CR 51B CL 82","Choque","PARTICULAR","CAMIONETA","1"
"2018-09-06T00:00:00.000","CRA 15 SUR CALLE 51B","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-06T00:00:00.000","CRA 15 SUR CALLE 51B","Choque",,"TRACCION ANIMAL","1"
"2018-09-06T00:00:00.000","VIA 40 CL 83","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-06T00:00:00.000","VIA 40 CL 83","Choque","PUBLICO","CAMION","1"
"2018-09-06T00:00:00.000","VIA 40 CON 75","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-06T00:00:00.000","VIA 40 CON 75","Choque","PARTICULAR","CAMIONETA","1"
"2018-09-07T00:00:00.000","CALLE 110 CRA 20","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-07T00:00:00.000","CALLE 110 CRA 20","Choque","PUBLICO","BUSETA","1"
"2018-09-07T00:00:00.000","CALLE 47 CRA 21B","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-07T00:00:00.000","CALLE 47 CRA 21B","Choque","PUBLICO","MOTOCARRO","1"
"2018-09-07T00:00:00.000","CALLE 72 CARRERA 35B","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-07T00:00:00.000","CALLE 72 CARRERA 35B","Choque","PUBLICO","BUS","1"
"2018-09-07T00:00:00.000","CALLE 79 CARRERA 46","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-07T00:00:00.000","CALLE 79 CARRERA 46","Choque","OFICIAL","CAMIONETA","1"
"2018-09-07T00:00:00.000","CALLE 82 CARRERA 43B","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-07T00:00:00.000","CALLE 82 CARRERA 43B","Choque","PUBLICO","AUTOMOVIL","1"
"2018-09-07T00:00:00.000","CALLE 85 CARRERA 42G","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-07T00:00:00.000","CALLE 85 CARRERA 42G","Choque","PUBLICO","BUSETA","1"
"2018-09-07T00:00:00.000","CALLE 93 CARRERA 45B","Choque","PARTICULAR","AUTOMOVIL","2"
"2018-09-07T00:00:00.000","CIRCUNVALAR CARRERA 53","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-07T00:00:00.000","CIRCUNVALAR CARRERA 53","Choque","PUBLICO","BUS","1"
"2018-09-07T00:00:00.000","CL 110 CR 46 Y 38","Choque","PUBLICO","AUTOMOVIL","1"
"2018-09-07T00:00:00.000","CL 110 CR 46 Y 38","Choque","PUBLICO","VOLQUETA","1"
"2018-09-07T00:00:00.000","CL 19 CR 6A","Atropello","PUBLICO","AUTOMOVIL","1"
"2018-09-07T00:00:00.000","CL 30 CR 14 Y 15","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-07T00:00:00.000","CL 30 CR 14 Y 15","Choque","PUBLICO","MICROBUS","1"
"2018-09-07T00:00:00.000","CL 50 CR 32","Choque","PARTICULAR","CAMIONETA","1"
"2018-09-07T00:00:00.000","CL 50 CR 32","Choque","PARTICULAR","MOTOCICLETA","1"
"2018-09-07T00:00:00.000","CL 77 CR 15 SUR","Choque","PUBLICO","CAMION","2"
"2018-09-07T00:00:00.000","CL 77 CR 15 SUR","Choque","OFICIAL","CAMPERO","1"
"2018-09-07T00:00:00.000","CL 77 CR 15 SUR","Choque","PUBLICO","TRACTO/CAMION","1"
"2018-09-07T00:00:00.000","CR 51B CL 99 Y 100","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-07T00:00:00.000","CR 51B CL 99 Y 100","Choque","PUBLICO","BUS","1"
"2018-09-07T00:00:00.000","CR 55 CL 100","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-07T00:00:00.000","CR 55 CL 100","Choque","PARTICULAR","MOTOCICLETA","1"
"2018-09-07T00:00:00.000","CRA 43 CALLR 79B","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-07T00:00:00.000","CRA 43 CALLR 79B","Choque","PUBLICO","AUTOMOVIL","1"
"2018-09-08T00:00:00.000","CALLE 17 CARRERA 10","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-08T00:00:00.000","CALLE 17 CARRERA 10","Choque","PARTICULAR","MAQUINARIA INDUSTRIAL","1"
"2018-09-08T00:00:00.000","CALLE 19 CARRERA 6B","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-08T00:00:00.000","CALLE 19 CARRERA 6B","Choque","PUBLICO","VOLQUETA","1"
"2018-09-08T00:00:00.000","CALLE 51 CARRERA 19C","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-08T00:00:00.000","CALLE 51 CARRERA 19C","Choque","PUBLICO","CAMION","1"
"2018-09-08T00:00:00.000","CALLE 56 CARRERA 41","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-08T00:00:00.000","CALLE 56 CARRERA 41","Choque","PUBLICO","AUTOMOVIL","1"
"2018-09-08T00:00:00.000","CARRERA 21B CALLE 47B","Choque","PUBLICO","BUS","1"
"2018-09-08T00:00:00.000","CARRERA 21B CALLE 47B","Choque","PARTICULAR","CAMIONETA","1"
"2018-09-08T00:00:00.000","CARRERA 43 CALLE 65","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-08T00:00:00.000","CARRERA 43 CALLE 65","Choque","PARTICULAR","CAMIONETA","1"
"2018-09-08T00:00:00.000","CARRERA 43 CALLE 80-82","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-08T00:00:00.000","CARRERA 43 CALLE 80-82","Choque","PUBLICO","AUTOMOVIL","1"
"2018-09-08T00:00:00.000","CARRERA 43 CALLE 80-82","Choque","PARTICULAR","CAMPERO","1"
"2018-09-08T00:00:00.000","CARRERA 44 CALLE 58","Choque","PUBLICO","BUS","1"
"2018-09-08T00:00:00.000","CARRERA 44 CALLE 58","Choque","PARTICULAR","MOTOCICLETA","1"
"2018-09-08T00:00:00.000","CARRERA 67 CALLE 52","Choque","PARTICULAR","AUTOMOVIL","2"
"2018-09-08T00:00:00.000","CARRERAN 46 CALLE 92","Choque","PARTICULAR","CAMIONETA","2"
"2018-09-08T00:00:00.000","CL 110 CR 27","Choque","PARTICULAR","AUTOMOVIL","2"
"2018-09-08T00:00:00.000","CL 17 CR 8","Choque","PARTICULAR","AUTOMOVIL","2"
"2018-09-08T00:00:00.000","CL 44 CR 27","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-08T00:00:00.000","CL 44 CR 27","Choque","PARTICULAR","MOTOCICLETA","1"
"2018-09-08T00:00:00.000","CL 44 CR 32","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-08T00:00:00.000","CL 44 CR 32","Choque","PUBLICO","AUTOMOVIL","1"
"2018-09-08T00:00:00.000","CL 44 CR 32","Choque","PARTICULAR","MOTOCICLETA","1"
"2018-09-08T00:00:00.000","CL 45 CR 9G","Atropello","PUBLICO","BUS","1"
"2018-09-08T00:00:00.000","CR 35 CL 72","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-08T00:00:00.000","CR 35 CL 72","Choque","PARTICULAR","MOTOCICLETA","1"
"2018-09-08T00:00:00.000","CR 38 CL 61 60","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-08T00:00:00.000","CR 38 CL 61 60","Choque","PUBLICO","BUS","1"
"2018-09-08T00:00:00.000","CR 46 85 79","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-08T00:00:00.000","CR 46 85 79","Choque","PUBLICO","AUTOMOVIL","1"
"2018-09-08T00:00:00.000","CR 8B 2 35","Choque","PUBLICO","TRACTO/CAMION","1"
"2018-09-08T00:00:00.000","CR 8B 2 35","Choque","PUBLICO","VOLQUETA","1"
"2018-09-08T00:00:00.000","VIA 40 62 112","Choque","PUBLICO","CAMION","1"
"2018-09-08T00:00:00.000","VIA 40 62 112","Choque","PARTICULAR","MOTOCARRO","1"
"2018-09-09T00:00:00.000","AV CIRCUNVALAR CR 90B","Choque","PUBLICO","AUTOMOVIL","1"
"2018-09-09T00:00:00.000","AV CIRCUNVALAR CR 90B","Choque","PARTICULAR","CAMIONETA","1"
"2018-09-09T00:00:00.000","CL 30 CR 22","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-09T00:00:00.000","CL 30 CR 22","Choque","PARTICULAR","CAMIONETA","1"
"2018-09-09T00:00:00.000","CL 45 CR 45","Choque","PARTICULAR","AUTOMOVIL","2"
"2018-09-09T00:00:00.000","CL 80 CR 55","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-09T00:00:00.000","CL 80 CR 55","Choque","PARTICULAR","MOTOCICLETA","1"
"2018-09-09T00:00:00.000","CR 21 CL 68","Choque","PUBLICO","AUTOMOVIL","1"
"2018-09-09T00:00:00.000","CR 21 CL 68","Choque","PARTICULAR","MOTOCICLETA","1"
"2018-09-09T00:00:00.000","CR 24 CL 45","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-09T00:00:00.000","CR 24 CL 45","Choque","PARTICULAR","CAMIONETA","1"
"2018-09-10T00:00:00.000","CALLE 41 N°27-15","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-10T00:00:00.000","CALLE 41 N°27-15","Choque","PUBLICO","CAMIONETA","1"
"2018-09-10T00:00:00.000","CARRERA 21B CALLE 86","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-10T00:00:00.000","CARRERA 21B CALLE 86","Choque","PUBLICO","BUSETA","1"
"2018-09-10T00:00:00.000","CARRERA 44 CALLE 57","Choque","PARTICULAR","CAMIONETA","2"
"2018-09-10T00:00:00.000","CL 110 3 79","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-10T00:00:00.000","CL 110 3 79","Choque","PUBLICO","BUS","1"
"2018-09-10T00:00:00.000","CL 110 6H 208","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-10T00:00:00.000","CL 110 6H 208","Choque","PUBLICO","BUS","2"
"2018-09-10T00:00:00.000","CL 110 CR 12","Atropello","PARTICULAR","MOTOCICLETA","1"
"2018-09-10T00:00:00.000","CL 53D CR 16","Caida Ocupante","PUBLICO","BUSETA","1"
"2018-09-10T00:00:00.000","CL 81 CR 38","Choque","PUBLICO","AUTOMOVIL","1"
"2018-09-10T00:00:00.000","CL 81 CR 38","Choque","PUBLICO","BUS","1"
"2018-09-10T00:00:00.000","CL 98B CR 6C","Choque","PUBLICO","AUTOMOVIL","1"
"2018-09-10T00:00:00.000","CL 98B CR 6C","Choque","PARTICULAR","CAMPERO","1"
"2018-09-10T00:00:00.000","CLLE 53D CRA 19","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-10T00:00:00.000","CLLE 53D CRA 19","Choque","PUBLICO","CAMION","1"
"2018-09-10T00:00:00.000","CR 10 CL 7","Choque","PARTICULAR","CAMIONETA","1"
"2018-09-10T00:00:00.000","CR 10 CL 7","Choque","PARTICULAR","MOTOCICLETA","1"
"2018-09-10T00:00:00.000","CR 38 56 34","Choque","PARTICULAR","AUTOMOVIL","2"
"2018-09-10T00:00:00.000","CR 38 56 34","Choque","PARTICULAR","CAMIONETA","1"
"2018-09-10T00:00:00.000","CR 42F 80 30","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-10T00:00:00.000","CR 42F 80 30","Choque","PUBLICO","BUSETA","1"
"2018-09-10T00:00:00.000","CR 42F 80 30","Choque","PARTICULAR","CAMPERO","1"
"2018-09-10T00:00:00.000","CR 42H CL 95","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-10T00:00:00.000","CR 42H CL 95","Choque","PUBLICO","BUSETA","1"
"2018-09-10T00:00:00.000","CR 43 80 46","Choque","PUBLICO","AUTOMOVIL","1"
"2018-09-10T00:00:00.000","CR 43 80 46","Choque","PARTICULAR","CAMIONETA","1"
"2018-09-10T00:00:00.000","CR 44 CL 32","Atropello","PUBLICO","BUS","1"
"2018-09-10T00:00:00.000","CR 44 CL 7","Choque","PUBLICO","BUSETA","1"
"2018-09-10T00:00:00.000","CR 44 CL 7","Choque","PUBLICO","CAMION","1"
"2018-09-10T00:00:00.000","CRA 20CALLE 53D","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-10T00:00:00.000","CRA 20CALLE 53D","Choque","PUBLICO","BUS","1"
"2018-09-10T00:00:00.000","CRA 39A CALLE 84B","Choque","PARTICULAR","AUTOMOVIL","2"
"2018-09-11T00:00:00.000","AV CIRCUNVALAR CR 9G","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-11T00:00:00.000","AV CIRCUNVALAR CR 9G","Choque","PARTICULAR","CAMIONETA","1"
"2018-09-11T00:00:00.000","CALLE 40 CRA 27","Choque","PUBLICO","CAMION","1"
"2018-09-11T00:00:00.000","CALLE 40 CRA 27","Choque","PARTICULAR","CAMPERO","1"
"2018-09-11T00:00:00.000","CALLE 45 N 43-12","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-11T00:00:00.000","CALLE 45 N 43-12","Choque","PARTICULAR","CAMIONETA","1"
"2018-09-11T00:00:00.000","CARRERA 33 CALLE 35","Choque","PUBLICO","AUTOMOVIL","2"
"2018-09-11T00:00:00.000","CL 110 37 107","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-11T00:00:00.000","CL 110 37 107","Choque","PARTICULAR","CAMION","1"
"2018-09-11T00:00:00.000","CL 30 CR 28 Y 29","Choque","PUBLICO","BUS","1"
"2018-09-11T00:00:00.000","CL 30 CR 28 Y 29","Choque","PARTICULAR","CAMIONETA","1"
"2018-09-11T00:00:00.000","CL 68 CR 54","Choque","PUBLICO","AUTOMOVIL","1"
"2018-09-11T00:00:00.000","CL 68 CR 54","Choque","PARTICULAR","MOTOCICLETA","1"
"2018-09-11T00:00:00.000","CL 79 CR 42F","Choque","PUBLICO","AUTOMOVIL","1"
"2018-09-11T00:00:00.000","CL 79 CR 42F","Choque","PARTICULAR","CAMIONETA","1"
"2018-09-11T00:00:00.000","CL 85 CR 59","Choque","PUBLICO","AUTOMOVIL","1"
"2018-09-11T00:00:00.000","CL 85 CR 59","Choque","PARTICULAR","MOTOCICLETA","1"
"2018-09-11T00:00:00.000","CR 25 CL 29","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-11T00:00:00.000","CR 25 CL 29","Choque","PARTICULAR","MOTOCICLETA","1"
"2018-09-11T00:00:00.000","CR 38 CL 77","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-11T00:00:00.000","CR 38 CL 77","Choque","PUBLICO","BUS","1"
"2018-09-11T00:00:00.000","CR 38 CL 77","Choque","PARTICULAR","CAMPERO","1"
"2018-09-11T00:00:00.000","CR 46 CL 87","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-11T00:00:00.000","CR 46 CL 87","Choque","PUBLICO","BUS","1"
"2018-09-11T00:00:00.000","CRA 51B CALLE 100","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-11T00:00:00.000","CRA 51B CALLE 100","Choque","PUBLICO","BUSETA","1"
"2018-09-12T00:00:00.000","CALLE 110 CARRERA 9 SUR","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-12T00:00:00.000","CALLE 110 CARRERA 9 SUR","Choque","PUBLICO","AUTOMOVIL","1"
"2018-09-12T00:00:00.000","CALLE 76 CARRERA 56","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-12T00:00:00.000","CALLE 76 CARRERA 56","Choque","PARTICULAR","CAMIONETA","1"
"2018-09-12T00:00:00.000","CALLE 82 CARRERA 43","Choque","PUBLICO","AUTOMOVIL","1"
"2018-09-12T00:00:00.000","CALLE 82 CARRERA 43","Choque","PARTICULAR","CAMIONETA","1"
"2018-09-12T00:00:00.000","CL 110 CR 3","Choque","PUBLICO","AUTOMOVIL","1"
"2018-09-12T00:00:00.000","CL 110 CR 3","Choque",,"BICICLETA","1"
"2018-09-12T00:00:00.000","CL 110 CR 3","Choque","PUBLICO","CAMIONETA","1"
"2018-09-12T00:00:00.000","CL 17 CR 24","Choque","PUBLICO","AUTOMOVIL","2"
"2018-09-12T00:00:00.000","CL 19 CR 1E","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-12T00:00:00.000","CL 19 CR 1E","Choque","PARTICULAR","CAMIONETA","1"
"2018-09-12T00:00:00.000","CL 45 CR 27","Choque","PUBLICO","BUS","1"
"2018-09-12T00:00:00.000","CL 45 CR 27","Choque","PARTICULAR","CAMPERO","1"
"2018-09-12T00:00:00.000","CL 76 CR 51","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-12T00:00:00.000","CL 76 CR 51","Choque","PUBLICO","MICROBUS","1"
"2018-09-12T00:00:00.000","CL 80 CR 55","Choque","PARTICULAR","AUTOMOVIL","2"
"2018-09-12T00:00:00.000","CL 85 52 16","Choque","PUBLICO","AUTOMOVIL","1"
"2018-09-12T00:00:00.000","CL 85 52 16","Choque","PARTICULAR","CAMIONETA","1"
"2018-09-12T00:00:00.000","CR 20 CL 47D","Choque","PARTICULAR","AUTOMOVIL","2"
"2018-09-12T00:00:00.000","CR 4 CL 45G","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-12T00:00:00.000","CR 4 CL 45G","Choque","PARTICULAR","MOTOCICLETA","1"
"2018-09-12T00:00:00.000","CR 41 CL 50","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-12T00:00:00.000","CR 41 CL 50","Choque","PARTICULAR","CAMIONETA","1"
"2018-09-12T00:00:00.000","CR 43 CALLE 99","Choque","PUBLICO","AUTOMOVIL","1"
"2018-09-12T00:00:00.000","CR 43 CALLE 99","Choque","PARTICULAR","CAMIONETA","1"
"2018-09-12T00:00:00.000","VIA 40 CL 77","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-12T00:00:00.000","VIA 40 CL 77","Choque","PUBLICO","CAMION","1"
"2018-09-13T00:00:00.000","CALLE 45 CARRERA 1F","Choque","PUBLICO","AUTOMOVIL","1"
"2018-09-13T00:00:00.000","CALLE 45 CARRERA 1F","Choque","PARTICULAR","CAMIONETA","1"
"2018-09-13T00:00:00.000","CALLE 47 CARRERA 1E","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-13T00:00:00.000","CALLE 47 CARRERA 1E","Choque","PUBLICO","AUTOMOVIL","1"
"2018-09-13T00:00:00.000","CALLE 47 CARRERA 1E","Choque","PARTICULAR","MOTOCICLETA","1"
"2018-09-13T00:00:00.000","CALLE 72 CARRERA 61B","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-13T00:00:00.000","CALLE 72 CARRERA 61B","Choque","PARTICULAR","MOTOCICLETA","1"
"2018-09-13T00:00:00.000","CALLE 79 N°51B-72","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-13T00:00:00.000","CALLE 79 N°51B-72","Choque","PUBLICO","AUTOMOVIL","1"
"2018-09-13T00:00:00.000","CARRERA 25 CALLE 86","Choque","PUBLICO","AUTOMOVIL","1"
"2018-09-13T00:00:00.000","CARRERA 25 CALLE 86","Choque","PARTICULAR","MOTOCICLETA","1"
"2018-09-13T00:00:00.000","CARRERA 51 CALLE 79","Choque","PARTICULAR","CAMIONETA","1"
"2018-09-13T00:00:00.000","CARRERA 51 CALLE 79","Choque","PARTICULAR","MOTOCICLETA","1"
"2018-09-13T00:00:00.000","CL 110 6R 400","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-13T00:00:00.000","CL 110 6R 400","Choque","PUBLICO","AUTOMOVIL","1"
"2018-09-13T00:00:00.000","CL 30 CR 14","Choque","PARTICULAR","MOTOCICLETA","1"
"2018-09-13T00:00:00.000","CL 30 CR 14","Choque","PUBLICO","VOLQUETA","1"
"2018-09-13T00:00:00.000","CL 30 CR 46","Choque","PUBLICO","CAMION","1"
"2018-09-13T00:00:00.000","CL 30 CR 46","Choque","PARTICULAR","CAMIONETA","1"
"2018-09-13T00:00:00.000","CL 30 CR 8","Choque","PUBLICO","AUTOMOVIL","1"
"2018-09-13T00:00:00.000","CL 30 CR 8","Choque","PARTICULAR","MOTOCICLETA","1"
"2018-09-13T00:00:00.000","CL 35 CR 27","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-13T00:00:00.000","CL 35 CR 27","Choque","PARTICULAR","MOTOCICLETA","1"
"2018-09-13T00:00:00.000","CL 72 CR 36","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-13T00:00:00.000","CL 72 CR 36","Choque","PARTICULAR","MOTOCICLETA","1"
"2018-09-13T00:00:00.000","CL 82 CR 44","Choque","PUBLICO","BUS","2"
"2018-09-13T00:00:00.000","CL 85 CR 50","Choque","PARTICULAR","CAMIONETA","2"
"2018-09-13T00:00:00.000","CL 90 CR 6","Atropello","PARTICULAR","MOTOCICLETA","1"
"2018-09-13T00:00:00.000","CR 27 CL 38","Atropello","PARTICULAR","MOTOCICLETA","1"
"2018-09-13T00:00:00.000","CR 46 CL 110","Choque","PARTICULAR","AUTOMOVIL","2"
"2018-09-13T00:00:00.000","CR 46 CL 110","Choque","PARTICULAR","CAMIONETA","2"
"2018-09-13T00:00:00.000","CR 46 CL 95","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-13T00:00:00.000","CR 46 CL 95","Choque","PUBLICO","AUTOMOVIL","1"
"2018-09-13T00:00:00.000","CR 51B CL 96","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-13T00:00:00.000","CR 51B CL 96","Choque","PUBLICO","CAMION","1"
"2018-09-13T00:00:00.000","CRA 40 CALLE 42","Choque","PUBLICO","AUTOMOVIL","1"
"2018-09-13T00:00:00.000","CRA 40 CALLE 42","Choque","PARTICULAR","CAMIONETA","1"
"2018-09-13T00:00:00.000","VIA 40 CALLE 85 MUELLE 1 MONOMEROS","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-13T00:00:00.000","VIA 40 CALLE 85 MUELLE 1 MONOMEROS","Choque","PARTICULAR","TRACTO/CAMION","1"
"2018-09-13T00:00:00.000","VIA 40 CL 70 14","Choque","PUBLICO","BUS","1"
"2018-09-13T00:00:00.000","VIA 40 CL 70 14","Choque","PUBLICO","CAMION","1"
"2018-09-14T00:00:00.000","CALLE 106 CARRERA 55","Choque","PARTICULAR","AUTOMOVIL","2"
"2018-09-14T00:00:00.000","CALLE 106 CARRERA 55","Choque","PARTICULAR","MOTOCICLETA","1"
"2018-09-14T00:00:00.000","CALLE 110 CARRERA 20","Choque","PUBLICO","BUS","1"
"2018-09-14T00:00:00.000","CALLE 110 CARRERA 20","Choque","PARTICULAR","CAMIONETA","1"
"2018-09-14T00:00:00.000","CALLE 110 CARRERA 20","Choque","PARTICULAR","MOTOCICLETA","1"
"2018-09-14T00:00:00.000","CALLE 35 CRA 8","Choque","PARTICULAR","AUTOMOVIL","2"
"2018-09-14T00:00:00.000","CALLE 71 N°31-05","Atropello","PARTICULAR","MOTOCICLETA","1"
"2018-09-14T00:00:00.000","CALLE 96A CARRERA 51B","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-14T00:00:00.000","CALLE 96A CARRERA 51B","Choque","PUBLICO","VOLQUETA","1"
"2018-09-14T00:00:00.000","CARRERA 53 CALLE 110","Choque","PARTICULAR","AUTOMOVIL","2"
"2018-09-14T00:00:00.000","CL 110 20 41","Choque","PUBLICO","CAMIONETA","1"
"2018-09-14T00:00:00.000","CL 110 20 41","Choque","PUBLICO","TRACTO/CAMION","1"
"2018-09-14T00:00:00.000","CL 30 CR 33","Choque","PUBLICO","AUTOMOVIL","1"
"2018-09-14T00:00:00.000","CL 30 CR 33","Choque","PARTICULAR","MOTOCICLETA","1"
"2018-09-14T00:00:00.000","CL 85 CR 51","Choque","PARTICULAR","AUTOMOVIL","2"
"2018-09-14T00:00:00.000","CL 98 CR 50","Choque","PARTICULAR","AUTOMOVIL","3"
"2018-09-14T00:00:00.000","CR 13 CL 58","Atropello","PARTICULAR","MOTOCICLETA","1"
"2018-09-14T00:00:00.000","CR 38 CL 34","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-14T00:00:00.000","CR 38 CL 34","Choque","PUBLICO","BUS","1"
"2018-09-14T00:00:00.000","CR 38 CL 34","Choque","PUBLICO","CAMION","1"
"2018-09-14T00:00:00.000","CR 38 CL 63C","Choque","PARTICULAR","AUTOMOVIL","1"
"2018-09-14T00:00:00.000","CR 38 CL 63C","Choque","PARTICULAR","MOTOCICLETA","1"
"2018-09-14T00:00:00.000","CR 51B CL 91","Choque","PUBLICO","BUSETA","1"
"2018-09-14T00:00:00.000","CR 51B CL 91","Choque","PARTICULAR","CAMIONETA","1"
"2018-09-14T00:00:00.000","CR 55 CL 100","Choque","PARTICULAR","AUTOMOVIL","1"
